Input String,Response String,text,Responder
"Hagrid: Can’t tell yeh that, Very secret. Hogwarts business. Dumbledore’s trusted me. More’n my job’s worth ter tell yeh that.Harry: I never know, what’s the difference between a stalagmite and a stalactite?","Hagrid: Stalagmite’s got an ‘m’ in it, An’ don’ ask me questions just now, I think I’m gonna be sick. All yours, Right, Vault seven hundred and thirteen now, please, and can we go more slowly?","###Prompt: Hagrid: Can’t tell yeh that, Very secret. Hogwarts business. Dumbledore’s trusted me. More’n my job’s worth ter tell yeh that.Harry: I never know, what’s the difference between a stalagmite and a stalactite?
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Stalagmite’s got an ‘m’ in it, An’ don’ ask me questions just now, I think I’m gonna be sick. All yours, Right, Vault seven hundred and thirteen now, please, and can we go more slowly?",Hagrid
"Griphook: One speed only,Hagrid: Might as well get yer uniform, Listen, Harry, would yeh mind if I slipped off fer a pick-me-up in the Leaky Cauldron? I hate them Gringotts carts.","Madam Malkin : Hogwarts, dear? Got the lot here — another young man being fitted up just now, in fact.","###Prompt: Griphook: One speed only,Hagrid: Might as well get yer uniform, Listen, Harry, would yeh mind if I slipped off fer a pick-me-up in the Leaky Cauldron? I hate them Gringotts carts.
Answer as if you are Madam Malkin to the previous line.

###Assistant: Madam Malkin : Hogwarts, dear? Got the lot here — another young man being fitted up just now, in fact.",Madam Malkin
"Harry: Yes,","stranger: My father’s next door buying my books and Mother’s up the street looking at wands, Then I’m going to drag them off to look at racing brooms. I don’t see why first years can’t have their own. I think I’ll bully Father into getting me one and I’ll smuggle it in somehow. Have you got your own broom?","###Prompt: Harry: Yes,
Answer as if you are stranger to the previous line.

###Assistant: stranger: My father’s next door buying my books and Mother’s up the street looking at wands, Then I’m going to drag them off to look at racing brooms. I don’t see why first years can’t have their own. I think I’ll bully Father into getting me one and I’ll smuggle it in somehow. Have you got your own broom?",stranger
"Harry: No, No,",stranger: Play Quidditch at all?,"###Prompt: Harry: No, No,
Answer as if you are stranger to the previous line.

###Assistant: stranger: Play Quidditch at all?",stranger
"Harry: No, No, No,","stranger: I say, look at that man!","###Prompt: Harry: No, No, No,
Answer as if you are stranger to the previous line.

###Assistant: stranger: I say, look at that man!",stranger
"Harry: That’s Hagrid, He works at Hogwarts.","stranger: Oh, I’ve heard of him. He’s a sort of servant, isn’t he?","###Prompt: Harry: That’s Hagrid, He works at Hogwarts.
Answer as if you are stranger to the previous line.

###Assistant: stranger: Oh, I’ve heard of him. He’s a sort of servant, isn’t he?",stranger
"Harry: He’s the gamekeeper,","stranger: Yes, exactly. I heard he’s a sort of savage — lives in a hut on the school grounds and every now and then he gets drunk, tries to do magic, and ends up setting fire to his bed.","###Prompt: Harry: He’s the gamekeeper,
Answer as if you are stranger to the previous line.

###Assistant: stranger: Yes, exactly. I heard he’s a sort of savage — lives in a hut on the school grounds and every now and then he gets drunk, tries to do magic, and ends up setting fire to his bed.",stranger
"Harry: I think he’s brilliant, They’re dead,","stranger: Oh, But they were our kind, weren’t they?","###Prompt: Harry: I think he’s brilliant, They’re dead,
Answer as if you are stranger to the previous line.

###Assistant: stranger: Oh, But they were our kind, weren’t they?",stranger
"Harry: They were a witch and wizard, if that’s what you mean.","stranger: What? Some of them have never even heard of Hogwarts until they get the letter, imagine. I think they should keep it in the old wizarding families. What’s your surname, anyway?","###Prompt: Harry: They were a witch and wizard, if that’s what you mean.
Answer as if you are stranger to the previous line.

###Assistant: stranger: What? Some of them have never even heard of Hogwarts until they get the letter, imagine. I think they should keep it in the old wizarding families. What’s your surname, anyway?",stranger
"Madam Malkin : That’s you done,","stranger: Well,","###Prompt: Madam Malkin : That’s you done,
Answer as if you are stranger to the previous line.

###Assistant: stranger: Well,",stranger
Hagrid: What’s up?”,"Harry: Nothing,","###Prompt: Hagrid: What’s up?”
Answer as if you are Harry to the previous line.

###Assistant: Harry: Nothing,",Harry
"Hagrid: No,","Harry: Don’t make me feel worse, — and he said people from Muggle families shouldn’t even be allowed in —","###Prompt: Hagrid: No,
Answer as if you are Harry to the previous line.

###Assistant: Harry: Don’t make me feel worse, — and he said people from Muggle families shouldn’t even be allowed in —",Harry
"Hagrid: Yer not from a Muggle family.  If he’d known who yeh were — he’s grown up knowin’ yer name if his parents are wizardin’ folk. You saw what everyone in the Leaky Cauldron was like when they saw yeh. Anyway, what does he know about it, some o’ the best I ever saw were the only ones with magic in ’em in a long line o’ Muggles — look at yer mum! Look what she had fer a sister!",Harry: So what is Quidditch?,"###Prompt: Hagrid: Yer not from a Muggle family.  If he’d known who yeh were — he’s grown up knowin’ yer name if his parents are wizardin’ folk. You saw what everyone in the Leaky Cauldron was like when they saw yeh. Anyway, what does he know about it, some o’ the best I ever saw were the only ones with magic in ’em in a long line o’ Muggles — look at yer mum! Look what she had fer a sister!
Answer as if you are Harry to the previous line.

###Assistant: Harry: So what is Quidditch?",Harry
Hagrid: It’s our sport. Wizard sport. It’s like — like soccer in the Muggle world — everyone follows Quidditch — played up in the air on broomsticks and there’s four balls — sorta hard ter explain the rules.,Harry: And what are Slytherin and Hufflepuff?,"###Prompt: Hagrid: It’s our sport. Wizard sport. It’s like — like soccer in the Muggle world — everyone follows Quidditch — played up in the air on broomsticks and there’s four balls — sorta hard ter explain the rules.
Answer as if you are Harry to the previous line.

###Assistant: Harry: And what are Slytherin and Hufflepuff?",Harry
"Hagrid: School Houses. There’s four. Everyone says Hufflepuff are a lot o’ duffers, but — There’s not a single witch or wizard who went bad who wasn’t in Slytherin. You-Know-Who was one.","Harry: Vol-, sorry — You-Know-Who was at Hogwarts?","###Prompt: Hagrid: School Houses. There’s four. Everyone says Hufflepuff are a lot o’ duffers, but — There’s not a single witch or wizard who went bad who wasn’t in Slytherin. You-Know-Who was one.
Answer as if you are Harry to the previous line.

###Assistant: Harry: Vol-, sorry — You-Know-Who was at Hogwarts?",Harry
"Hagrid: Years an’ years ago,Harry: I was trying to find out how to curse Dudley.","Hagrid: I’m not sayin’ that’s not a good idea, but yer not ter use magic in the Muggle world except in very special circumstances, An’ anyway, yeh couldn’ work any of them curses yet, yeh’ll need a lot more study before yeh get ter that level. Oh,","###Prompt: Hagrid: Years an’ years ago,Harry: I was trying to find out how to curse Dudley.
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: I’m not sayin’ that’s not a good idea, but yer not ter use magic in the Muggle world except in very special circumstances, An’ anyway, yeh couldn’ work any of them curses yet, yeh’ll need a lot more study before yeh get ter that level. Oh,",Hagrid
Harry: You don’t have to —,"Hagrid: I know I don’t have to. Tell yeh what, I’ll get yer animal. Not a toad, toads went outta fashion years ago, yeh’d be laughed at —  an’ I don’ like cats, they make me sneeze.Hagrid: Don’ mention it, Don’ expect you’ve had a lotta presents from them Dursleys. Just Ollivanders left now — only place fer wands, Ollivanders, and yeh gotta have the best wand.","###Prompt: Harry: You don’t have to —
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: I know I don’t have to. Tell yeh what, I’ll get yer animal. Not a toad, toads went outta fashion years ago, yeh’d be laughed at —  an’ I don’ like cats, they make me sneeze.Hagrid: Don’ mention it, Don’ expect you’ve had a lotta presents from them Dursleys. Just Ollivanders left now — only place fer wands, Ollivanders, and yeh gotta have the best wand.",Hagrid
"Ollivander: Good afternoon,","Harry: Hello,","###Prompt: Ollivander: Good afternoon,
Answer as if you are Harry to the previous line.

###Assistant: Harry: Hello,",Harry
"Ollivander: Oh, Your father, on the other hand, favored a mahogany wand. Eleven inches. Pliable. A little more power and excellent for transfiguration. Well, I say your father favored it — it’s really the wand that chooses the wizard, of course.” Oh, Yew","Hagrid: It was, sir, yes,","###Prompt: Ollivander: Oh, Your father, on the other hand, favored a mahogany wand. Eleven inches. Pliable. A little more power and excellent for transfiguration. Well, I say your father favored it — it’s really the wand that chooses the wizard, of course.” Oh, Yew
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: It was, sir, yes,",Hagrid
"Ollivander: Good wand, that one. But I suppose they snapped it in half when you got expelled?”","Hagrid: Yes, I’ve still got the pieces, though,”","###Prompt: Ollivander: Good wand, that one. But I suppose they snapped it in half when you got expelled?”
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Yes, I’ve still got the pieces, though,”",Hagrid
Ollivander: But you don’t use them?”,"Hagrid: Oh,","###Prompt: Ollivander: But you don’t use them?”
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Oh,",Hagrid
"Ollivander: All right,","Harry: Oh,","###Prompt: Ollivander: All right,
Answer as if you are Harry to the previous line.

###Assistant: Harry: Oh,",Harry
"Ollivander: Oh, Oh, “Curious . . . curious . . .” I remember every wand I’ve ever sold, Mr. Potter. Every single wand. It so happens that the phoenix whose tail feather is in your wand, gave another feather — just one other. It is very curious indeed that you should be destined for this wand when its brother — why, its brother gave you that scar. Yes, thirteen-and-a-half inches. Yew. Curious indeed how these things happen. The wand chooses the wizard, remember. . . . I think we must expect great things from you, Mr. Potter. . . . After all, He-Who-Must-Not-Be-Named did great things — terrible, yes, but great.Harry: Everyone thinks I’m special, . . but I don’t know anything about magic at all. How can they expect great things? I’m famous and I can’t even remember what I’m famous for. I don’t know what happened when Vol-, sorry — I mean, the night my parents died.","Hagrid: Don’ you worry, Harry. You’ll learn fast enough. Just be yerself. I know it’s hard. Yeh’ve been singled out, an’ that’s always hard. But yeh’ll have a great time at Hogwarts — I did — still do, ’smatter of fact. Yer ticket fer Hogwarts, First o’ September — King’s Cross — it’s all on yer ticket. Any problems with the Dursleys, send me a letter with yer owl, she’ll know where to find me. . . . See yeh soon, Harry.Harry: “Er — Uncle Vernon?” Er — I need to be at King’s Cross tomorrow to — to go to Hogwarts.”","###Prompt: Ollivander: Oh, Oh, “Curious . . . curious . . .” I remember every wand I’ve ever sold, Mr. Potter. Every single wand. It so happens that the phoenix whose tail feather is in your wand, gave another feather — just one other. It is very curious indeed that you should be destined for this wand when its brother — why, its brother gave you that scar. Yes, thirteen-and-a-half inches. Yew. Curious indeed how these things happen. The wand chooses the wizard, remember. . . . I think we must expect great things from you, Mr. Potter. . . . After all, He-Who-Must-Not-Be-Named did great things — terrible, yes, but great.Harry: Everyone thinks I’m special, . . but I don’t know anything about magic at all. How can they expect great things? I’m famous and I can’t even remember what I’m famous for. I don’t know what happened when Vol-, sorry — I mean, the night my parents died.
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Don’ you worry, Harry. You’ll learn fast enough. Just be yerself. I know it’s hard. Yeh’ve been singled out, an’ that’s always hard. But yeh’ll have a great time at Hogwarts — I did — still do, ’smatter of fact. Yer ticket fer Hogwarts, First o’ September — King’s Cross — it’s all on yer ticket. Any problems with the Dursleys, send me a letter with yer owl, she’ll know where to find me. . . . See yeh soon, Harry.Harry: “Er — Uncle Vernon?” Er — I need to be at King’s Cross tomorrow to — to go to Hogwarts.”",Hagrid
